player_name,team,opponent,prop_type,line,odds_type,our_probability,pp_implied_probability,edge,expected_value,ev_pct,individual_multiplier,confidence,multiplier_source,reasoning
Kirill Marchenko,CBJ,UNK,shots,3.5,demon,78.4%,50.0%,+28.4%,0.5678532672910757,+56.8%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (89.9%), normal distribution (mean=5.1, sd=2.0)"
William Eklund,SJ,UNK,shots,2.5,demon,77.5%,50.0%,+27.5%,0.5494111807444813,+54.9%,2.0,20%,fallback_assumption,"Shots model: 3.6 SOG (std=1.4, confidence=77%) | Distance: +1.1 from 2.5 line | Underdog (GS: 1.10x)"
Jackson Blake,CAR,UNK,shots,2.5,demon,77.0%,50.0%,+27.0%,0.5409460998179321,+54.1%,2.0,20%,fallback_assumption,"Shots model: 3.6 SOG (std=1.4, confidence=77%) | Distance: +1.1 from 2.5 line | Favorite (GS: 1.13x)"
Victor Olofsson,COL,UNK,shots,2.5,demon,77.0%,50.0%,+27.0%,0.5409460998179321,+54.1%,2.0,20%,fallback_assumption,"Shots model: 3.6 SOG (std=1.4, confidence=77%) | Distance: +1.1 from 2.5 line | Favorite (GS: 1.13x)"
Dmitri Voronkov,CBJ,UNK,points,0.5,standard,85.4%,57.7%,+27.7%,0.4796605900000004,+48.0%,1.732,20%,fallback_assumption,"Points model: 1.31 PPG (std=0.39, confidence=85%) | Distance: +0.81 from 0.5 line | Favorite (GS: 1.13x)"
Zach Werenski,CBJ,UNK,shots,3.5,demon,74.0%,50.0%,+24.0%,0.47954902373357466,+48.0%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (88.0%), normal distribution (mean=4.7, sd=1.9)"
Josh Doan,BUF,UNK,shots,2.5,demon,73.6%,50.0%,+23.6%,0.47151481811700946,+47.2%,2.0,20%,fallback_assumption,"Shots model: 3.3 SOG (std=1.3, confidence=74%) | Distance: +0.8 from 2.5 line | Favorite (GS: 1.03x)"
Seth Jarvis,CAR,UNK,shots,2.5,standard,83.9%,57.7%,+26.2%,0.4537484141143622,+45.4%,1.732,20%,fallback_assumption,"Shots model: 4.1 SOG (std=1.7, confidence=84%) | Distance: +1.6 from 2.5 line | Favorite (GS: 1.13x)"
Charlie Coyle,CBJ,UNK,points,0.5,demon,72.3%,50.0%,+22.3%,0.4468920000000003,+44.7%,2.0,20%,fallback_assumption,"Points model: 1.05 PPG (std=0.31, confidence=72%) | Distance: +0.55 from 0.5 line | Favorite (GS: 1.13x)"
Dmitry Orlov,SJ,UNK,points,0.5,demon,72.0%,50.0%,+22.0%,0.4395,+44.0%,2.0,20%,fallback_assumption,"Points model: 1.04 PPG (std=0.31, confidence=72%) | Distance: +0.54 from 0.5 line | Underdog (GS: 1.10x)"
Shane Pinto,OTT,UNK,shots,2.5,demon,70.5%,50.0%,+20.5%,0.40981964969753015,+41.0%,2.0,20%,fallback_assumption,"Shots model: 3.2 SOG (std=1.3, confidence=70%) | Distance: +0.7 from 2.5 line"
Shane Pinto,OTT,UNK,points,0.5,demon,70.1%,50.0%,+20.1%,0.40145833333333303,+40.1%,2.0,20%,fallback_assumption,"Points model: 1.00 PPG (std=0.30, confidence=70%) | Distance: +0.50 from 0.5 line"
Mark Scheifele,WPG,UNK,shots,2.5,demon,69.6%,50.0%,+19.6%,0.3911785255063016,+39.1%,2.0,20%,fallback_assumption,"Shots model: 3.1 SOG (std=1.3, confidence=70%) | Distance: +0.6 from 2.5 line | Favorite (GS: 1.08x)"
David Pastrnak,BOS,UNK,shots,3.5,demon,69.5%,50.0%,+19.5%,0.3902337171610444,+39.0%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (86.0%), normal distribution (mean=4.4, sd=1.8)"
Pavel Zacha,BOS,UNK,shots,1.5,demon,68.5%,50.0%,+18.5%,0.36911985832189353,+36.9%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (19.3%), normal distribution (mean=1.9, sd=0.7)"
Anthony Mantha,PIT,UNK,points,0.5,demon,68.4%,50.0%,+18.4%,0.36807499999999993,+36.8%,2.0,20%,fallback_assumption,"Points model: 0.96 PPG (std=0.29, confidence=68%) | Distance: +0.46 from 0.5 line | Underdog (GS: 1.05x)"
Brad Marchand,FLA,UNK,shots,2.5,standard,78.8%,57.7%,+21.1%,0.36521243575162043,+36.5%,1.732,20%,fallback_assumption,"Shots model: 3.7 SOG (std=1.5, confidence=79%) | Distance: +1.2 from 2.5 line | Favorite (GS: 1.03x)"
Artturi Lehkonen,COL,UNK,shots,2.5,demon,67.6%,50.0%,+17.6%,0.3520414877642102,+35.2%,2.0,20%,fallback_assumption,"Shots model: 3.1 SOG (std=1.2, confidence=68%) | Distance: +0.6 from 2.5 line | Favorite (GS: 1.13x)"
Nino Niederreiter,WPG,UNK,shots,1.5,standard,77.9%,57.7%,+20.2%,0.3499514630974241,+35.0%,1.732,20%,fallback_assumption,"Extrapolated from 2.5 (35.1%), normal distribution (mean=2.2, sd=0.9)"
Will Smith,SJ,UNK,points,0.5,standard,77.8%,57.7%,+20.0%,0.3466300000000002,+34.7%,1.732,20%,fallback_assumption,"Points model: 1.16 PPG (std=0.35, confidence=78%) | Distance: +0.66 from 0.5 line | Underdog (GS: 1.10x)"
David Pastrnak,BOS,UNK,points,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Points model: 1.66 PPG (std=0.50, confidence=95%) | Distance: +1.16 from 0.5 line | Underdog (GS: 1.10x)"
Charlie McAvoy,BOS,UNK,shots,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (21.8%), normal distribution (mean=1.9, sd=0.8)"
Pavel Zacha,BOS,UNK,shots,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (19.3%), normal distribution (mean=1.9, sd=0.7)"
Kyle Connor,WPG,UNK,points,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Points model: 1.63 PPG (std=0.49, confidence=95%) | Distance: +1.13 from 0.5 line | Favorite (GS: 1.08x)"
Mark Scheifele,WPG,UNK,points,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Points model: 1.95 PPG (std=0.59, confidence=95%) | Distance: +1.45 from 0.5 line | Favorite (GS: 1.08x)"
Dmitry Orlov,SJ,UNK,shots,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (13.4%), normal distribution (mean=1.7, sd=0.7)"
Macklin Celebrini,SJ,UNK,points,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Points model: 1.96 PPG (std=0.59, confidence=95%) | Distance: +1.46 from 0.5 line | Underdog (GS: 1.10x)"
Martin Necas,COL,UNK,points,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Points model: 1.58 PPG (std=0.47, confidence=95%) | Distance: +1.08 from 0.5 line | Favorite (GS: 1.13x)"
Cale Makar,COL,UNK,points,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Points model: 1.68 PPG (std=0.50, confidence=95%) | Distance: +1.18 from 0.5 line | Favorite (GS: 1.13x)"
Nathan MacKinnon,COL,UNK,points,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Points model: 1.78 PPG (std=0.53, confidence=95%) | Distance: +1.28 from 0.5 line | Favorite (GS: 1.13x)"
William Nylander,TOR,UNK,points,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Points model: 1.80 PPG (std=0.54, confidence=95%) | Distance: +1.30 from 0.5 line | Favorite (GS: 1.08x)"
Kirill Marchenko,CBJ,UNK,shots,1.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (89.9%), normal distribution (mean=5.1, sd=2.0)"
Drake Batherson,OTT,UNK,points,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Points model: 1.58 PPG (std=0.47, confidence=95%) | Distance: +1.08 from 0.5 line"
Nick Suzuki,MTL,UNK,points,0.5,goblin,95.0%,70.7%,+24.3%,0.34329999999999994,+34.3%,1.414,20%,fallback_assumption,"Points model: 1.76 PPG (std=0.53, confidence=95%) | Distance: +1.26 from 0.5 line"
Seth Jarvis,CAR,UNK,shots,1.5,goblin,94.5%,70.7%,+23.7%,0.3357368446957989,+33.6%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (83.9%), normal distribution (mean=4.1, sd=1.7)"
Kyle Connor,WPG,UNK,shots,3.5,demon,66.6%,50.0%,+16.6%,0.3329407326257747,+33.3%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (84.7%), normal distribution (mean=4.2, sd=1.7)"
Evgeni Malkin,PIT,UNK,points,0.5,goblin,94.2%,70.7%,+23.5%,0.33183334375000006,+33.2%,1.414,20%,fallback_assumption,"Points model: 1.48 PPG (std=0.45, confidence=94%) | Distance: +0.98 from 0.5 line | Underdog (GS: 1.05x)"
Tage Thompson,BUF,UNK,shots,3.5,standard,76.4%,57.7%,+18.7%,0.32369386426438984,+32.4%,1.732,20%,fallback_assumption,"Extrapolated from 2.5 (89.0%), normal distribution (mean=4.9, sd=2.0)"
Adrian Kempe,LA,UNK,shots,1.5,goblin,93.1%,70.7%,+22.4%,0.3162872450877712,+31.6%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (78.9%), normal distribution (mean=3.7, sd=1.5)"
Kevin Fiala,LA,UNK,shots,1.5,goblin,93.1%,70.7%,+22.4%,0.3162872450877712,+31.6%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (78.9%), normal distribution (mean=3.7, sd=1.5)"
Brad Marchand,FLA,UNK,shots,1.5,goblin,93.1%,70.7%,+22.3%,0.3158495523343232,+31.6%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (78.8%), normal distribution (mean=3.7, sd=1.5)"
Macklin Celebrini,SJ,UNK,shots,1.5,goblin,92.7%,70.7%,+22.0%,0.3105530957719349,+31.1%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (77.5%), normal distribution (mean=3.6, sd=1.4)"
William Eklund,SJ,UNK,shots,1.5,goblin,92.7%,70.7%,+22.0%,0.3105530957719349,+31.1%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (77.5%), normal distribution (mean=3.6, sd=1.4)"
Jackson Blake,CAR,UNK,shots,1.5,goblin,92.6%,70.7%,+21.8%,0.3088899381672654,+30.9%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (77.0%), normal distribution (mean=3.6, sd=1.4)"
Victor Olofsson,COL,UNK,shots,1.5,goblin,92.6%,70.7%,+21.8%,0.3088899381672654,+30.9%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (77.0%), normal distribution (mean=3.6, sd=1.4)"
Ivan Demidov,MTL,UNK,shots,0.5,goblin,92.5%,70.7%,+21.8%,0.30786178945350273,+30.8%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (0.3%), normal distribution (mean=1.2, sd=0.5)"
Kyle Connor,WPG,UNK,toi,20.0,standard,75.2%,57.7%,+17.5%,0.3031513422394232,+30.3%,1.732,20%,fallback_assumption,"Predicted TOI: 21.2 min (Line: 20.0). Role: 3rd_line. Confidence: 17.8-24.6 min. σ: 1.7, z: 0.68"
Thomas Harley,DAL,UNK,shots,0.5,goblin,92.1%,70.7%,+21.4%,0.3028583195149428,+30.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (0.2%), normal distribution (mean=1.2, sd=0.5)"
Alex Newhook,MTL,UNK,points,0.5,demon,65.1%,50.0%,+15.1%,0.30254545454545445,+30.3%,2.0,20%,fallback_assumption,"Points model: 0.88 PPG (std=0.26, confidence=65%) | Distance: +0.38 from 0.5 line"
Seth Jarvis,CAR,UNK,shots,3.5,demon,65.1%,50.0%,+15.1%,0.30234415196722186,+30.2%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (83.9%), normal distribution (mean=4.1, sd=1.7)"
Kirill Kaprizov,MIN,UNK,points,0.5,goblin,92.1%,70.7%,+21.4%,0.30229399999999984,+30.2%,1.414,20%,fallback_assumption,"Points model: 1.44 PPG (std=0.43, confidence=92%) | Distance: +0.94 from 0.5 line | Favorite (GS: 1.03x)"
Cale Makar,COL,UNK,shots,1.5,goblin,91.7%,70.7%,+20.9%,0.2959814069837652,+29.6%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (73.8%), normal distribution (mean=3.4, sd=1.3)"
Josh Doan,BUF,UNK,shots,1.5,goblin,91.6%,70.7%,+20.9%,0.2951221919612257,+29.5%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (73.6%), normal distribution (mean=3.3, sd=1.3)"
Nino Niederreiter,WPG,UNK,points,0.5,demon,64.7%,50.0%,+14.7%,0.29373309090909094,+29.4%,2.0,20%,fallback_assumption,"Points model: 0.87 PPG (std=0.26, confidence=65%) | Distance: +0.37 from 0.5 line | Favorite (GS: 1.08x)"
Cole Caufield,MTL,UNK,points,0.5,goblin,91.4%,70.7%,+20.6%,0.2917211363636363,+29.2%,1.414,20%,fallback_assumption,"Points model: 1.43 PPG (std=0.43, confidence=91%) | Distance: +0.93 from 0.5 line"
Rasmus Dahlin,BUF,UNK,shots,1.5,goblin,91.1%,70.7%,+20.3%,0.28752872269972785,+28.8%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (71.7%), normal distribution (mean=3.2, sd=1.3)"
Adrian Kempe,LA,UNK,points,0.5,goblin,90.9%,70.7%,+20.2%,0.28497249999999985,+28.5%,1.414,20%,fallback_assumption,"Points model: 1.42 PPG (std=0.43, confidence=91%) | Distance: +0.92 from 0.5 line"
Shane Pinto,OTT,UNK,shots,1.5,goblin,90.7%,70.7%,+20.0%,0.28264843363116454,+28.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (70.5%), normal distribution (mean=3.2, sd=1.3)"
Valeri Nichushkin,COL,UNK,shots,1.5,goblin,90.5%,70.7%,+19.8%,0.28007456836011446,+28.0%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (69.9%), normal distribution (mean=3.2, sd=1.3)"
Mark Scheifele,WPG,UNK,shots,1.5,goblin,90.4%,70.7%,+19.7%,0.27882554718734354,+27.9%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (69.6%), normal distribution (mean=3.1, sd=1.3)"
Charlie McAvoy,BOS,UNK,points,0.5,demon,63.9%,50.0%,+13.9%,0.27760000000000007,+27.8%,2.0,20%,fallback_assumption,"Points model: 0.85 PPG (std=0.25, confidence=64%) | Distance: +0.35 from 0.5 line | Underdog (GS: 1.10x)"
Pavel Zacha,BOS,UNK,points,0.5,standard,73.8%,57.7%,+16.0%,0.2773833076923078,+27.7%,1.732,20%,fallback_assumption,"Points model: 1.08 PPG (std=0.32, confidence=74%) | Distance: +0.58 from 0.5 line | Underdog (GS: 1.10x)"
Anthony Mantha,PIT,UNK,shots,1.5,standard,73.6%,57.7%,+15.9%,0.27526932792753733,+27.5%,1.732,20%,fallback_assumption,"Extrapolated from 2.5 (27.0%), normal distribution (mean=2.0, sd=0.8)"
Connor Bedard,CHI,UNK,shots,1.5,goblin,90.0%,70.7%,+19.3%,0.27263097906043465,+27.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (68.1%), normal distribution (mean=3.1, sd=1.2)"
Jack Hughes,NJ,UNK,points,0.5,goblin,90.0%,70.7%,+19.2%,0.27195727272727255,+27.2%,1.414,20%,fallback_assumption,"Points model: 1.40 PPG (std=0.42, confidence=90%) | Distance: +0.90 from 0.5 line"
Teuvo Teravainen,CHI,UNK,points,0.5,demon,63.6%,50.0%,+13.6%,0.27156363636363645,+27.2%,2.0,20%,fallback_assumption,"Points model: 0.84 PPG (std=0.25, confidence=64%) | Distance: +0.34 from 0.5 line"
Artturi Lehkonen,COL,UNK,shots,1.5,goblin,89.9%,70.7%,+19.1%,0.27070695608702744,+27.1%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (67.6%), normal distribution (mean=3.1, sd=1.2)"
Jason Robertson,DAL,UNK,shots,3.5,demon,63.5%,50.0%,+13.5%,0.26941308239661654,+26.9%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (83.2%), normal distribution (mean=4.1, sd=1.6)"
John Tavares,TOR,UNK,shots,1.5,goblin,89.7%,70.7%,+19.0%,0.2688404973583469,+26.9%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (67.2%), normal distribution (mean=3.0, sd=1.2)"
Wyatt Johnston,DAL,UNK,shots,1.5,goblin,89.6%,70.7%,+18.9%,0.26702429233363834,+26.7%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (66.7%), normal distribution (mean=3.0, sd=1.2)"
Nathan MacKinnon,COL,UNK,shots,2.5,goblin,89.6%,70.7%,+18.9%,0.2666499962404987,+26.7%,1.414,20%,fallback_assumption,"Shots model: 5.0 SOG (std=2.0, confidence=90%) | Distance: +2.5 from 2.5 line | Favorite (GS: 1.13x)"
Dmitry Orlov,SJ,UNK,shots,1.5,demon,63.1%,50.0%,+13.1%,0.2627504227740287,+26.3%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (13.4%), normal distribution (mean=1.7, sd=0.7)"
Tage Thompson,BUF,UNK,shots,2.5,goblin,89.0%,70.7%,+18.3%,0.2590148601209399,+25.9%,1.414,20%,fallback_assumption,"Shots model: 4.9 SOG (std=2.0, confidence=89%) | Distance: +2.4 from 2.5 line | Favorite (GS: 1.03x)"
Ryan Donato,CHI,UNK,points,0.5,demon,62.8%,50.0%,+12.8%,0.25664,+25.7%,2.0,20%,fallback_assumption,"Points model: 0.82 PPG (std=0.25, confidence=63%) | Distance: +0.32 from 0.5 line"
John Tavares,TOR,UNK,points,0.5,goblin,88.7%,70.7%,+17.9%,0.2535204802272726,+25.4%,1.414,20%,fallback_assumption,"Points model: 1.37 PPG (std=0.41, confidence=89%) | Distance: +0.87 from 0.5 line | Favorite (GS: 1.08x)"
Matthew Knies,TOR,UNK,points,0.5,goblin,88.7%,70.7%,+17.9%,0.2535204802272726,+25.4%,1.414,20%,fallback_assumption,"Points model: 1.37 PPG (std=0.41, confidence=89%) | Distance: +0.87 from 0.5 line | Favorite (GS: 1.08x)"
Marcus Johansson,MIN,UNK,points,0.5,demon,62.4%,50.0%,+12.4%,0.24890000000000012,+24.9%,2.0,20%,fallback_assumption,"Points model: 0.81 PPG (std=0.25, confidence=62%) | Distance: +0.31 from 0.5 line | Favorite (GS: 1.03x)"
Nick Suzuki,MTL,UNK,shots,1.5,goblin,88.2%,70.7%,+17.5%,0.2474419792447451,+24.7%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (62.2%), normal distribution (mean=2.9, sd=1.1)"
Zach Werenski,CBJ,UNK,shots,2.5,goblin,88.0%,70.7%,+17.2%,0.2438485585289687,+24.4%,1.414,20%,fallback_assumption,"Shots model: 4.7 SOG (std=1.9, confidence=88%) | Distance: +2.2 from 2.5 line | Favorite (GS: 1.13x)"
Nick Suzuki,MTL,UNK,shots,2.5,demon,62.2%,50.0%,+12.2%,0.24356136217949942,+24.4%,2.0,20%,fallback_assumption,"Shots model: 2.9 SOG (std=1.1, confidence=62%) | Distance: +0.4 from 2.5 line"
Dylan Cozens,OTT,UNK,shots,1.5,goblin,87.9%,70.7%,+17.2%,0.24327278441832645,+24.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (61.2%), normal distribution (mean=2.8, sd=1.1)"
Gabriel Vilardi,WPG,UNK,shots,1.5,goblin,87.9%,70.7%,+17.2%,0.2427363216599856,+24.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (61.1%), normal distribution (mean=2.8, sd=1.1)"
Rasmus Dahlin,BUF,UNK,shots,2.5,standard,71.7%,57.7%,+14.0%,0.24167444756469458,+24.2%,1.732,20%,fallback_assumption,"Shots model: 3.2 SOG (std=1.3, confidence=72%) | Distance: +0.7 from 2.5 line | Favorite (GS: 1.03x)"
Will Smith,SJ,UNK,shots,1.5,goblin,87.4%,70.7%,+16.7%,0.23632758020887001,+23.6%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (59.7%), normal distribution (mean=2.8, sd=1.1)"
Frank Nazar,CHI,UNK,points,0.5,standard,71.3%,57.7%,+13.6%,0.2349159999999999,+23.5%,1.732,20%,fallback_assumption,"Points model: 1.03 PPG (std=0.31, confidence=71%) | Distance: +0.53 from 0.5 line"
Alex Tuch,BUF,UNK,shots,1.5,goblin,87.2%,70.7%,+16.5%,0.23357213754434047,+23.4%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (59.1%), normal distribution (mean=2.8, sd=1.1)"
Dmitri Voronkov,CBJ,UNK,shots,1.5,goblin,87.2%,70.7%,+16.5%,0.23286603358188396,+23.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (58.9%), normal distribution (mean=2.7, sd=1.1)"
Matthew Knies,TOR,UNK,shots,1.5,goblin,87.2%,70.7%,+16.4%,0.2325620704412632,+23.3%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (58.9%), normal distribution (mean=2.7, sd=1.1)"
Kirill Marchenko,CBJ,UNK,shots,4.5,demon,61.6%,50.0%,+11.6%,0.23252017701249073,+23.3%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (89.9%), normal distribution (mean=5.1, sd=2.0)"
Zeev Buium,MIN,UNK,points,0.5,demon,61.5%,50.0%,+11.5%,0.22923636363636368,+22.9%,2.0,20%,fallback_assumption,"Points model: 0.79 PPG (std=0.25, confidence=61%) | Distance: +0.29 from 0.5 line | Favorite (GS: 1.03x)"
Sebastian Aho,CAR,UNK,shots,1.5,goblin,86.9%,70.7%,+16.2%,0.22914151564466767,+22.9%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (58.1%), normal distribution (mean=2.7, sd=1.1)"
Erik Karlsson,PIT,UNK,points,0.5,demon,61.4%,50.0%,+11.4%,0.22842499999999988,+22.8%,2.0,20%,fallback_assumption,"Points model: 0.79 PPG (std=0.25, confidence=61%) | Distance: +0.29 from 0.5 line | Underdog (GS: 1.05x)"
