player_name,team,opponent,prop_type,line,odds_type,our_probability,pp_implied_probability,edge,expected_value,ev_pct,individual_multiplier,confidence,multiplier_source,reasoning
Jesper Bratt,NJ,UNK,points,2.5,demon,65.5%,50.0%,+15.5%,0.3109999999999995,+31.1%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (85.5%), -20% for +2.0 line"
Matt Boldy,MIN,UNK,shots,4.5,demon,65.5%,50.0%,+15.5%,0.30926991899172895,+30.9%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (85.5%), -20% for +2.0 line"
Sidney Crosby,PIT,UNK,points,0.5,goblin,90.0%,69.3%,+20.7%,0.29838202582530604,+29.8%,1.4433756729740645,70%,learned,1.36 PPG
Adrian Kempe,LA,UNK,shots,3.5,demon,64.6%,50.0%,+14.6%,0.29257041688504803,+29.3%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (74.6%), -10% for +1.0 line"
Nico Hischier,NJ,UNK,points,1.5,demon,64.6%,50.0%,+14.6%,0.29249999999999976,+29.2%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (74.6%), -10% for +1.0 line"
Will Smith,SJ,UNK,points,0.5,standard,74.3%,57.7%,+16.6%,0.28756326907651397,+28.8%,1.7320508075688774,70%,learned,0.90 PPG
Will Smith,SJ,UNK,points,1.5,demon,64.3%,50.0%,+14.3%,0.28674999999999984,+28.7%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (74.3%), -10% for +1.0 line"
Macklin Celebrini,SJ,UNK,shots,3.5,demon,64.3%,50.0%,+14.3%,0.28523394541487623,+28.5%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (74.3%), -10% for +1.0 line"
Jack Hughes,NJ,UNK,shots,4.5,demon,64.0%,50.0%,+14.0%,0.28003025234111245,+28.0%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (84.0%), -20% for +2.0 line"
Alex DeBrincat,DET,UNK,shots,1.5,goblin,90.3%,70.7%,+19.6%,0.2773246258075175,+27.7%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (80.3%), +10% for -1.0 line"
Alex DeBrincat,DET,UNK,shots,2.5,goblin,80.3%,63.0%,+17.4%,0.27547564946606196,+27.5%,1.5877132402714709,70%,learned,3.7 SOG/G
Kevin Fiala,LA,UNK,shots,2.5,standard,72.8%,57.7%,+15.0%,0.260161823359351,+26.0%,1.7320508075688774,70%,learned,2.9 SOG/G
Kyle Connor,WPG,UNK,points,2.5,demon,63.0%,50.0%,+13.0%,0.2599999999999998,+26.0%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (83.0%), -20% for +2.0 line"
Zeev Buium,MIN,UNK,points,0.5,demon,63.0%,50.0%,+13.0%,0.25978181818181834,+26.0%,2.0,20%,fallback_assumption,0.73 PPG
Emmitt Finnie,DET,UNK,points,0.5,demon,62.8%,50.0%,+12.8%,0.25664,+25.7%,2.0,20%,fallback_assumption,0.80 PPG
Kevin Fiala,LA,UNK,shots,3.5,demon,62.8%,50.0%,+12.8%,0.25510953587802176,+25.5%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (72.8%), -10% for +1.0 line"
Frank Nazar,CHI,UNK,points,0.5,standard,72.2%,57.7%,+14.5%,0.2514067084685139,+25.1%,1.7320508075688774,70%,learned,1.10 PPG
Frank Nazar,CHI,UNK,points,1.5,demon,62.2%,50.0%,+12.2%,0.24499999999999988,+24.5%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (72.2%), -10% for +1.0 line"
Matt Boldy,MIN,UNK,points,2.5,demon,61.9%,50.0%,+11.9%,0.23709090909090902,+23.7%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (81.9%), -20% for +2.0 line"
Mark Scheifele,WPG,UNK,points,0.5,goblin,95.0%,77.0%,+18.0%,0.23408620039282502,+23.4%,1.299038105676658,70%,learned,1.50 PPG
Mark Scheifele,WPG,UNK,shots,2.5,demon,61.6%,50.0%,+11.6%,0.23232271311510289,+23.2%,2.0,20%,fallback_assumption,2.7 SOG/G
Kyle Connor,WPG,UNK,shots,4.5,demon,61.4%,50.0%,+11.4%,0.22720407117615338,+22.7%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (81.4%), -20% for +2.0 line"
Alex DeBrincat,DET,UNK,points,1.5,demon,61.3%,50.0%,+11.3%,0.22599999999999998,+22.6%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (71.3%), -10% for +1.0 line"
Lucas Raymond,DET,UNK,points,1.5,demon,61.3%,50.0%,+11.3%,0.22599999999999998,+22.6%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (71.3%), -10% for +1.0 line"
Connor Bedard,CHI,UNK,points,0.5,goblin,77.0%,63.0%,+14.0%,0.22253919500903252,+22.3%,1.5877132402714709,70%,learned,1.20 PPG
William Eklund,SJ,UNK,shots,1.5,goblin,86.3%,70.7%,+15.6%,0.21992921832285872,+22.0%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (76.3%), +10% for -1.0 line"
Kirill Kaprizov,MIN,UNK,shots,4.5,demon,60.6%,50.0%,+10.6%,0.2110134377802635,+21.1%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (80.6%), -20% for +2.0 line"
Ryan Donato,CHI,UNK,points,0.5,demon,60.4%,50.0%,+10.4%,0.20799999999999996,+20.8%,2.0,20%,fallback_assumption,0.80 PPG
Teuvo Teravainen,CHI,UNK,points,0.5,demon,60.4%,50.0%,+10.4%,0.20799999999999996,+20.8%,2.0,20%,fallback_assumption,0.80 PPG
Alex DeBrincat,DET,UNK,shots,4.5,demon,60.3%,50.0%,+10.3%,0.20668263904882256,+20.7%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (80.3%), -20% for +2.0 line"
Dawson Mercer,NJ,UNK,points,0.5,standard,69.3%,57.7%,+11.6%,0.20079559999999996,+20.1%,1.732,30%,fallback_assumption,0.90 PPG
Adrian Kempe,LA,UNK,shots,1.5,goblin,84.6%,70.7%,+13.9%,0.19664728473772874,+19.7%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (74.6%), +10% for -1.0 line"
Dawson Mercer,NJ,UNK,points,1.5,demon,59.3%,50.0%,+9.3%,0.1866000000000001,+18.7%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (69.3%), -10% for +1.0 line"
Timo Meier,NJ,UNK,points,1.5,demon,59.3%,50.0%,+9.3%,0.1866000000000001,+18.7%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (69.3%), -10% for +1.0 line"
Adrian Kempe,LA,UNK,shots,2.5,goblin,74.6%,63.0%,+11.6%,0.18488690646294992,+18.5%,1.5877132402714709,70%,learned,3.0 SOG/G
Matt Boldy,MIN,UNK,points,0.5,goblin,81.9%,69.3%,+12.6%,0.18146859631440715,+18.1%,1.4433756729740645,70%,learned,1.09 PPG
Macklin Celebrini,SJ,UNK,shots,2.5,goblin,74.3%,63.0%,+11.3%,0.17906280001791708,+17.9%,1.5877132402714709,70%,learned,2.8 SOG/G
Kevin Fiala,LA,UNK,shots,1.5,goblin,82.8%,70.7%,+12.0%,0.17016244186576124,+17.0%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (72.8%), +10% for -1.0 line"
Dylan Larkin,DET,UNK,shots,3.5,demon,58.1%,50.0%,+8.1%,0.16125962234883473,+16.1%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (68.1%), -10% for +1.0 line"
Anthony Mantha,PIT,UNK,points,1.5,demon,57.3%,50.0%,+7.3%,0.1461818181818182,+14.6%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (67.3%), -10% for +1.0 line"
Quinton Byfield,LA,UNK,shots,2.5,demon,56.7%,50.0%,+6.7%,0.13359516941259697,+13.4%,2.0,20%,fallback_assumption,2.4 SOG/G
Alex DeBrincat,DET,UNK,points,0.5,goblin,71.3%,63.0%,+8.3%,0.13203954031355858,+13.2%,1.5877132402714709,70%,learned,1.00 PPG
Bryan Rust,PIT,UNK,points,1.5,demon,56.5%,50.0%,+6.5%,0.12959999999999994,+13.0%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (66.5%), -10% for +1.0 line"
Jordan Kyrou,STL,UNK,points,1.5,demon,56.3%,50.0%,+6.3%,0.1257600000000001,+12.6%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (66.3%), -10% for +1.0 line"
William Eklund,SJ,UNK,shots,4.5,demon,56.3%,50.0%,+6.3%,0.12550101601535912,+12.6%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (76.3%), -20% for +2.0 line"
Will Smith,SJ,UNK,shots,2.5,demon,55.9%,50.0%,+5.9%,0.11708918402642121,+11.7%,2.0,20%,fallback_assumption,2.2 SOG/G
Jesper Bratt,NJ,UNK,points,0.5,goblin,85.5%,77.0%,+8.6%,0.11132709940638064,+11.1%,1.299038105676658,70%,learned,1.20 PPG
Matt Boldy,MIN,UNK,shots,2.5,goblin,85.5%,77.0%,+8.5%,0.11020337882855502,+11.0%,1.299038105676658,70%,learned,3.8 SOG/G
Matt Boldy,MIN,UNK,shots,5.5,demon,55.5%,50.0%,+5.5%,0.10926991899172878,+10.9%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (85.5%), -30% for +3.0 line"
Dylan Larkin,DET,UNK,shots,1.5,goblin,78.1%,70.7%,+7.4%,0.10381055300062614,+10.4%,1.414,20%,fallback_assumption,"Extrapolated from 2.5 (68.1%), +10% for -1.0 line"
Erik Karlsson,PIT,UNK,points,0.5,standard,63.6%,57.7%,+5.8%,0.10117410909090907,+10.1%,1.732,30%,fallback_assumption,0.82 PPG
Kirill Kaprizov,MIN,UNK,points,0.5,goblin,95.0%,86.6%,+8.4%,0.09696551146028898,+9.7%,1.1547005383792517,70%,learned,1.36 PPG
Jack Hughes,NJ,UNK,points,0.5,goblin,95.0%,86.6%,+8.4%,0.09696551146028898,+9.7%,1.1547005383792517,70%,learned,1.40 PPG
Adrian Kempe,LA,UNK,shots,4.5,demon,54.6%,50.0%,+4.6%,0.09257041688504808,+9.3%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (74.6%), -20% for +2.0 line"
Nico Hischier,NJ,UNK,points,2.5,demon,54.6%,50.0%,+4.6%,0.0924999999999998,+9.2%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (74.6%), -20% for +2.0 line"
Jack Hughes,NJ,UNK,shots,2.5,goblin,84.0%,77.0%,+7.0%,0.09121165824033817,+9.1%,1.299038105676658,70%,learned,3.8 SOG/G
Macklin Celebrini,SJ,UNK,shots,4.5,demon,54.3%,50.0%,+4.3%,0.08523394541487628,+8.5%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (74.3%), -20% for +2.0 line"
Jack Hughes,NJ,UNK,shots,5.5,demon,54.0%,50.0%,+4.0%,0.08003025234111227,+8.0%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (84.0%), -30% for +3.0 line"
Nico Hischier,NJ,UNK,points,0.5,goblin,74.6%,69.3%,+5.3%,0.07711909595689548,+7.7%,1.4433756729740645,70%,learned,1.00 PPG
Gabriel Vilardi,WPG,UNK,points,1.5,demon,53.6%,50.0%,+3.6%,0.07200000000000006,+7.2%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (63.6%), -10% for +1.0 line"
Josh Morrissey,WPG,UNK,points,1.5,demon,53.6%,50.0%,+3.6%,0.07200000000000006,+7.2%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (63.6%), -10% for +1.0 line"
Erik Karlsson,PIT,UNK,points,1.5,demon,53.6%,50.0%,+3.6%,0.0715636363636365,+7.2%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (63.6%), -10% for +1.0 line"
Marcus Johansson,MIN,UNK,points,1.5,demon,53.0%,50.0%,+3.0%,0.05978181818181838,+6.0%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (63.0%), -10% for +1.0 line"
Marcus Johansson,MIN,UNK,points,1.5,demon,53.0%,50.0%,+3.0%,0.05978181818181838,+6.0%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (63.0%), -10% for +1.0 line"
Kevin Fiala,LA,UNK,points,1.5,demon,53.0%,50.0%,+3.0%,0.05978181818181838,+6.0%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (63.0%), -10% for +1.0 line"
Quinton Byfield,LA,UNK,points,1.5,demon,53.0%,50.0%,+3.0%,0.05978181818181838,+6.0%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (63.0%), -10% for +1.0 line"
Kyle Connor,WPG,UNK,shots,2.5,goblin,81.4%,77.0%,+4.4%,0.056900047085008065,+5.7%,1.299038105676658,70%,learned,3.7 SOG/G
Emmitt Finnie,DET,UNK,points,1.5,demon,52.8%,50.0%,+2.8%,0.056640000000000024,+5.7%,2.0,20%,fallback_assumption,"Extrapolated from 0.5 (62.8%), -10% for +1.0 line"
Kevin Fiala,LA,UNK,shots,4.5,demon,52.8%,50.0%,+2.8%,0.05510953587802181,+5.5%,2.0,20%,fallback_assumption,"Extrapolated from 2.5 (72.8%), -20% for +2.0 line"
